fecha,tienda_id,sku,canal,unidades,precio,importe
2024-06-27,S013,SKU00320,web,4,13.35,53.40
2024-06-27,S020,SKU00003,tienda,0,21.82,0.00
2024-06-27,S014,SKU00198,online,2,24.64,49.28
2024-06-27,S005,SKU00304,app,4,12.61,50.44
2024-06-27,S013,SKU00311,app,2,6.68,13.36
2024-06-27,S019,SKU00294,tienda,2,14.75,29.50
2024-06-27,S016,SKU00353,web,2,11.12,22.24
2024-06-27,S002,SKU00099,web,1,13.20,13.20
2024-06-27,S012,SKU00078,tienda,0,11.74,0.00
2024-06-27,S002,SKU00080,web,3,18.19,54.57
2024-06-27,S018,SKU00004,web,3,16.76,50.28
2024-06-27,S003,SKU00165,app,2,9.33,18.66
2024-06-27,S013,SKU00292,app,0,22.35,0.00
2024-06-27,S007,SKU00348,app,1,49.86,49.86
2024-06-27,S005,SKU00121,web,-2,37.20,
2024-06-27,S020,SKU00010,web,3,16.56,49.68
2024-06-27,S003,SKU00028,tienda,2,26.19,52.38
2024-06-27,S004,SKU00049,app,0,11.60,0.00
2024-06-27,S008,SKU00050,web,2,9.75,19.50
2024-06-27,S005,SKU00150,app,0,7.91,0.00
2024-06-27,S001,SKU00166,tienda,3,6.09,18.27
2024-06-27,S010,SKU00378,web,1,6.66,6.66
2024-06-27,S010,SKU00121,web,1,9.10,9.10
2024-06-27,S006,SKU00106,app,1,22.72,22.14
2024-06-27,S019,SKU00326,web,1,1.51,1.51
2024-06-27,S002,SKU00243,web,4,18.24,72.96
2024-06-27,S006,SKU00286,app,1,25.08,25.08
2024-06-27,S002,SKU00335,web,0,26.65,0.00
2024-06-27,S002,SKU00280,web,0,5.34,0.00
2024-06-27,S009,SKU00042,tienda,1,17.60,17.60
2024-06-27,S019,SKU00172,app,1,8.94,8.94
2024-06-27,S017,SKU00011,web,3,29.19,87.57
2024-06-27,S004,SKU00088,web,2,5.13,10.26
2024-06-27,S004,SKU00012,app,1,15.18,15.18
2024-06-27,S012,SKU00249,web,1,4.66,4.66
2024-06-27,S006,SKU00353,web,1,15.54,15.54
2024-06-27,S015,SKU00106,web,1,9.35,9.35
2024-06-27,S009,SKU00010,tienda,1,9.39,9.39
2024-06-27,S002,SKU00151,web,0,29.00,0.00
2024-06-27,S020,SKU00227,web,2,17.11,34.22
2024-06-27,S014,SKU00088,tienda,2,18.25,36.50
2024-06-27,S014,SKU00139,tienda,2,12.75,25.50
2024-06-27,S007,SKU00303,app,1,4.21,4.21
2024-06-27,S011,SKU00162,tienda,1,23.90,23.90
2024-06-27,S013,SKU00350,tienda,1,9.79,9.79
2024-06-27,S004,SKU00025,web,2,30.05,60.10
2024-06-27,S008,SKU00295,tienda,2,6.01,12.02
2024-06-27,S013,SKU00054,tienda,1,14.14,14.14
2024-06-27,S012,SKU00168,web,2,19.30,38.60
2024-06-27,S002,SKU00325,tienda,4,4.55,18.20
2024-06-27,S010,SKU00333,web,3,8.73,26.19
2024-06-27,S004,SKU00173,tienda,3,38.49,115.47
2024-06-27,S003,SKU00353,tienda,4,7.18,28.72
2024-06-27,S009,SKU00230,web,1,24.21,24.21
2024-06-27,S018,SKU00141,web,2,24.73,49.46
2024-06-27,S019,SKU00126,app,4,10.76,43.04
2024-06-27,S014,SKU00273,tienda,1,14.63,14.63
2024-06-27,S011,SKU00189,app,4,21.82,86.05
2024-06-27,S015,SKU00049,tienda,2,18.54,37.08
2024-06-27,S011,SKU00233,app,0,26.58,0.00
2024-06-27,S002,SKU00330,app,1,12.36,12.36
2024-06-27,S019,SKU00267,web,0,13.22,0.00
2024-06-27,S013,SKU00373,tienda,1,9.04,9.04
2024-06-27,S020,SKU00093,web,2,27.51,55.02
2024-06-27,S007,SKU00237,web,3,9.86,29.58
2024-06-27,S015,SKU00210,tienda,2,9.67,19.34
2024-06-27,S015,SKU00320,tienda,1,22.49,22.49
2024-06-27,S012,SKU00175,app,2,9.08,18.16
2024-06-27,S012,SKU00101,web,2,23.62,47.24
2024-06-27,S004,SKU00057,tienda,2,13.23,26.46
2024-06-27,S008,SKU00144,tienda,0,17.55,0.00
2024-06-27,S004,SKU00142,tienda,1,"21,90",21.90
2024-06-27,S019,SKU00075,app,2,17.66,35.32
2024-06-27,S002,SKU00275,tienda,0,48.78,0.00
2024-06-27,S018,SKU00188,tienda,1,35.88,35.88
2024-06-27,S017,SKU00103,web,2,10.88,21.76
2024-06-27,S013,SKU00352,tienda,1,24.25,24.25
2024-06-27,S002,SKU00326,web,0,33.48,0.00
2024-06-27,S020,SKU00338,app,1,12.63,12.63
2024-06-27,S009,SKU00307,tienda,2,30.66,61.32
2024-06-27,S006,SKU00121,tienda,2,6.03,12.06
2024-06-27,S008,SKU00128,web,1,15.90,15.90
2024-06-27,S009,SKU00225,app,2,20.88,41.76
2024-06-27,S014,SKU00247,tienda,4,13.21,52.84
2024-06-27,S002,SKU00228,tienda,0,19.94,0.00
2024-06-27,S012,SKU00014,web,3,20.39,61.17
2024-06-27,S002,SKU00225,web,2,16.19,32.38
2024-06-27,S007,SKU00101,app,3,39.00,117.00
2024-06-27,S016,SKU00326,web,1,37.87,37.87
2024-06-27,S001,SKU00095,web,3,23.39,70.17
2024-06-27,S003,SKU00162,web,3,,
2024-06-27,S014,SKU00001,tienda,0,15.17,0.00
2024-06-27,S007,SKU00373,web,1,6.59,6.59
2024-06-27,S001,SKU00283,tienda,2,6.80,13.60
2024-06-27,S017,SKU00012,tienda,1,26.51,26.51
2024-06-27,S018,SKU00270,tienda,0,20.03,0.00
2024-06-27,S012,SKU00020,app,0,31.72,0.00
2024-06-27,S008,SKU00028,web,1,22.04,22.04
2024-06-27,S004,SKU00241,tienda,4,10.22,40.88
2024-06-27,S014,SKU00364,tienda,3,26.76,80.28
2024-06-27,S009,SKU00313,web,3,23.39,70.17
2024-06-27,S009,SKU00275,tienda,4,"28,19",112.76
2024-06-27,S016,SKU00013,tienda,2,10.67,21.34
2024-06-27,S013,SKU00149,web,1,15.59,15.59
2024-06-27,S016,SKU00313,tienda,0,"35,40",0.00
2024-06-27,S011,SKU00251,tienda,4,17.88,71.52
2024-06-27,S011,SKU00043,tienda,1,28.42,28.42
2024-06-27,S020,SKU00201,web,0,21.78,0.00
2024-06-27,S014,SKU00072,tienda,2,7.98,15.96
2024-06-27,S011,SKU00156,web,0,7.80,0.00
2024-06-27,S020,SKU00355,tienda,1,15.52,15.52
2024-06-27,S016,SKU00255,web,0,15.70,0.00
2024-06-27,S011,SKU00204,tienda,1,18.43,18.43
2024-06-27,S002,SKU00159,tienda,3,12.72,38.16
2024-06-27,S004,SKU00106,tienda,2,26.99,53.98
2024-06-27,S011,SKU00150,tienda,1,21.69,21.69
2024-06-27,S017,SKU00246,app,3,30.85,92.55
2024-06-27,S004,SKU00211,web,2,17.01,34.02
2024-06-27,S010,SKU00200,web,3,6.47,19.41
2024-06-27,S020,SKU00124,web,2,33.73,67.46
2024-06-27,S016,SKU00260,tienda,0,40.57,0.00
2024-06-27,S014,SKU00326,tienda,1,42.23,42.23
2024-06-27,S005,SKU00197,tienda,1,20.16,20.26
2024-06-27,S019,SKU00304,web,2,,
2024-06-27,S013,SKU00213,tienda,2,8.20,16.40
2024-06-27,S013,SKU00226,Web,4,22.69,90.76
2024-06-27,S004,SKU00215,tienda,2,13.50,26.33
2024-06-27,S003,SKU00100,web,0,15.69,0.00
2024-06-27,S008,SKU00189,tienda,5,10.59,52.95
2024-06-27,S012,SKU00307,tienda,2,27.63,55.26
2024-06-27,S007,SKU00165,tienda,2,15.42,30.84
2024-06-27,S006,SKU00136,tienda,1,23.97,23.97
2024-06-27,S007,SKU00162,tienda,1,14.41,14.41
2024-06-27,S001,SKU00303,tienda,0,11.51,0.00
2024-06-27,S014,SKU00299,web,1,12.41,12.41
2024-06-27,S014,SKU00127,tienda,2,64.52,129.04
2024-06-27,S004,SKU00280,web,1,57.59,57.59
2024-06-27,S003,SKU00106,tienda,1,36.76,36.76
2024-06-27,S009,SKU00246,web,0,7.69,0.00
2024-06-27,S005,SKU00020,app,3,21.71,65.13
2024-06-27,S004,SKU00370,tienda,1,12.57,12.57
2024-06-27,S004,SKU00379,tienda,4,44.10,176.40
2024-06-27,S014,SKU00243,web,1,30.82,30.82
2024-06-27,S017,SKU00132,app,1,19.39,19.39
2024-06-27,S005,SKU00069,tienda,2,9.75,19.50
2024-06-27,S009,SKU00085,tienda,3,21.02,63.06
2024-06-27,S005,SKU00075,web,1,9.36,9.36
2024-06-27,S011,SKU00294,tienda,2,31.98,63.96
2024-06-27,S020,SKU00265,web,1,21.38,21.38
2024-06-27,S005,SKU00118,tienda,1,19.50,19.08
2024-06-27,S007,SKU00179,web,1,"24,96",24.96
2024-06-27,S003,SKU00182,tienda,1,20.94,20.94
2024-06-27,S017,SKU00132,tienda,3,14.68,44.31
2024-06-27,S014,SKU00333,web,0,27.89,0.00
2024-06-27,S007,SKU00393,tienda,2,19.26,38.52
2024-06-27,S013,SKU00208,web,1,16.63,16.63
2024-06-27,S004,SKU00193,tienda,2,16.13,32.26
2024-06-27,S002,SKU00145,tienda,3,27.23,81.69
2024-06-27,S019,SKU00027,tienda,2,17.75,35.50
2024-06-27,S007,SKU00008,W,2,25.42,50.84
2024-06-27,S001,SKU00063,tienda,3,19.54,58.62
2024-06-27,S008,SKU00127,web,2,9.19,18.38
2024-06-27,S003,SKU00373,app,2,18.19,36.38
2024-06-27,S009,SKU00034,app,2,25.84,51.68
2024-06-27,S016,SKU00304,web,1,11.57,11.57
2024-06-27,S016,SKU00171,tienda,2,46.34,92.68
2024-06-27,S015,SKU00277,web,2,23.58,47.16
2024-06-27,S008,SKU00158,tienda,1,29.24,29.24
2024-06-27,S007,SKU00262,web,2,11.49,22.98
2024-06-27,S008,SKU00209,WEB,2,9.17,18.34
2024-06-27,S013,SKU00356,tienda,3,22.40,67.07
2024-06-27,S020,SKU00190,tienda,3,8.10,24.30
2024-06-27,S013,SKU00021,web,2,26.37,52.74
2024-06-27,S012,SKU00275,web,3,8.14,24.42
2024-06-27,S014,SKU00303,tienda,0,40.00,0.00
2024-06-27,S015,SKU00308,web,1,15.91,15.91
2024-06-27,S008,SKU00112,web,1,25.83,25.83
2024-06-27,S004,SKU00238,tienda,4,34.08,136.32
2024-06-27,S011,SKU00008,tienda,1,21.99,21.99
2024-06-27,S004,SKU00322,web,1,9.28,9.28
2024-06-27,S004,SKU00205,web,0,21.28,0.00
2024-06-27,S008,SKU00155,app,1,31.97,31.97
2024-06-27,S019,SKU00183,app,1,13.06,13.06
2024-06-27,S010,SKU00043,tienda,1,3.91,3.91
2024-06-27,S016,SKU00050,tienda,1,7.18,7.18
2024-06-27,S003,SKU00185,tienda,3,46.44,139.32
2024-06-27,S019,SKU00153,tienda,2,23.69,47.38
2024-06-27,S015,SKU00122,tienda,2,19.88,39.76
2024-06-27,S019,SKU00276,tienda,0,15.35,0.00
2024-06-27,S004,SKU00208,WEB,2,7.47,14.71
2024-06-27,S017,SKU00133,web,1,,
2024-06-27,S003,SKU00126,tienda,3,,
2024-06-27,S009,SKU00376,web,2,,
2024-06-27,S018,SKU00171,tienda,2,12.47,24.94
2024-06-27,S006,SKU00096,web,1,21.29,21.29
2024-06-27,S001,SKU00304,web,1,22.33,22.33
2024-06-27,S005,SKU00068,tienda,3,7.21,21.63
2024-06-27,S017,SKU00348,app,0,20.03,0.00
2024-06-27,S009,SKU00260,web,1,13.39,13.39
2024-06-27,S007,SKU00186,web,3,19.99,59.97
2024-06-27,S017,SKU00098,app,0,12.83,0.00
2024-06-27,S011,SKU00276,app,1,3.53,3.53
2024-06-27,S004,SKU00160,web,4,27.17,108.68
2024-06-27,S002,SKU00058,web,3,7.91,23.73
2024-06-27,S015,SKU00239,tienda,2,27.61,55.22
2024-06-27,S011,SKU00253,web,1,39.36,39.36
2024-06-27,S016,SKU00362,tienda,3,14.34,43.02
2024-06-27,S009,SKU00150,tienda,1,7.70,7.70
2024-06-27,S001,SKU00264,tienda,1,11.68,11.68
2024-06-27,S006,SKU00373,web,3,9.20,27.60
2024-06-27,S016,SKU00272,tienda,3,15.78,47.34
2024-06-27,S006,SKU00036,web,3,27.60,82.80
2024-06-27,S010,SKU00276,tienda,2,23.29,46.58
2024-06-27,S014,SKU00277,tienda,1,26.27,26.27
2024-06-27,S016,SKU00001,app,2,33.83,67.66
2024-06-27,S006,SKU00311,web,1,10.42,10.42
2024-06-27,S006,SKU00298,tienda,2,41.26,82.52
2024-06-27,S002,SKU00267,tienda,0,33.39,0.00
2024-06-27,S011,SKU00070,tienda,3,22.02,66.06
2024-06-27,S019,SKU00286,web,4,28.33,113.32
2024-06-27,S008,SKU00094,web,1,27.88,27.88
2024-06-27,S015,SKU00064,web,1,15.75,15.75
2024-06-27,S020,SKU00157,web,1,8.83,8.83
2024-06-27,S001,SKU00337,tienda,2,24.91,49.82
2024-06-27,S014,SKU00292,web,2,28.37,56.74
2024-06-27,S012,SKU00261,tienda,0,11.54,0.00
2024-06-27,S008,SKU00369,web,3,9.38,28.14
2024-06-27,S007,SKU00087,tienda,1,19.68,19.68
2024-06-27,S018,SKU00005,app,2,5.53,11.06
2024-06-27,S004,SKU00246,tienda,1,6.88,6.88
2024-06-27,S007,SKU00220,web,2,14.34,28.68
2024-06-27,S008,SKU00049,app,3,11.06,33.18
2024-06-27,S008,SKU00389,tienda,4,12.37,49.48
2024-06-27,S002,SKU00280,web,1,30.41,30.41
2024-06-27,S003,SKU00046,tienda,4,,
2024-06-27,S015,SKU00327,tienda,2,20.09,40.18
2024-06-27,S012,SKU00370,tienda,1,13.01,13.01
2024-06-27,S018,SKU00162,tienda,2,14.31,28.62
2024-06-27,S009,SKU00108,tienda,2,13.70,27.40
2024-06-27,S003,SKU00129,tienda,3,11.95,35.85
2024-06-27,S011,SKU00354,tienda,4,30.52,121.53
2024-06-27,S017,SKU00259,tienda,4,19.57,78.28
2024-06-27,S010,SKU00272,tienda,2,42.17,84.34
2024-06-27,S008,SKU00057,tienda,0,3.85,0.00
2024-06-27,S010,SKU00363,tienda,0,18.39,0.00
2024-06-27,S020,SKU00369,web,1,29.26,29.26
2024-06-27,S019,SKU00095,web,2,18.26,36.52
2024-06-27,S020,SKU00380,tienda,0,7.50,0.00
2024-06-27,S002,SKU00098,web,1,8.03,8.03
2024-06-27,S018,SKU00104,web,3,9.56,28.68
2024-06-27,S018,SKU00168,app,0,17.53,0.00
2024-06-27,S020,SKU00245,web,1,11.50,11.50
2024-06-27,S001,SKU00121,tienda,1,19.96,19.96
2024-06-27,S018,SKU00308,tienda,2,4.79,9.67
2024-06-27,S011,SKU00360,tienda,2,15.48,30.96
2024-06-27,S008,SKU00070,app,2,17.63,35.26
2024-06-27,S019,SKU00315,web,5,13.55,67.75
2024-06-27,S015,SKU00118,web,2,7.95,15.90
2024-06-27,S017,SKU00334, wEb ,2,20.17,40.34
2024-06-27,S010,SKU00090,web,4,47.48,189.92
2024-06-27,S001,SKU00370,tienda,4,19.63,78.52
2024-06-27,S008,SKU00080,tienda,0,21.71,0.00
2024-06-27,S018,SKU00377,app,3,25.35,76.05
2024-06-27,S010,SKU00392,tienda,2,,
2024-06-27,S009,SKU00113,app,2,55.30,110.60
2024-06-27,S008,SKU00259,tienda,1,4.44,4.44
2024-06-27,S003,SKU00138,tienda,3,28.84,86.52
2024-06-27,S001,SKU00068,web,3,8.15,24.45
2024-06-27,S013,SKU00241,app,3,22.61,67.83
2024-06-27,S015,SKU00172,web,4,5.60,22.40
2024-06-27,S014,SKU00195,tienda,3,13.73,41.19
2024-06-27,S014,SKU00277,web,3,16.20,48.60
2024-06-27,S005,SKU00225,tienda,4,22.34,89.36
2024-06-27,S010,SKU00154,tienda,3,29.83,89.49
2024-06-27,S011,SKU00394,web,2,7.86,15.72
2024-06-27,S011,SKU00275,app,4,18.06,72.24
2024-06-27,S006,SKU00054,tienda,1,16.54,16.54
2024-06-27,S002,SKU00295,tienda,3,17.27,51.81
2024-06-27,S017,SKU00308,app,2,8.38,16.76
2024-06-27,S017,SKU00347,tienda,3,12.50,37.50
2024-06-27,S018,SKU00397,tienda,0,20.20,0.00
2024-06-27,S013,SKU00128,app,2,"6,87",13.74
2024-06-27,S020,SKU00067,tienda,1,12.77,12.77
2024-06-27,S001,SKU00038,web,3,23.48,70.44
2024-06-27,S001,SKU00317,web,0,22.76,0.00
2024-06-27,S008,SKU00284,web,2,12.57,25.14
2024-06-27,S016,SKU00250,web,2,51.60,103.20
2024-06-27,S014,SKU00113,web,2,31.01,62.02
2024-06-27,S001,SKU00219,app,1,,
2024-06-27,S011,SKU00235,web,2,4.95,9.90
2024-06-27,S006,SKU00365,web,0,29.32,0.00
2024-06-27,S001,SKU00160,tienda,2,12.38,24.76
2024-06-27,S017,SKU00254,web,2,5.57,11.14
2024-06-27,S010,SKU00239,web,0,28.54,0.00
2024-06-27,S012,SKU00250,web,0,3.52,0.00
2024-06-27,S012,SKU00179,app,2,12.00,24.00
2024-06-27,S020,SKU00338,tienda,3,16.16,48.48
2024-06-27,S017,SKU00280,web,2,18.19,36.38
2024-06-27,S009,SKU00346,tienda,0,10.12,0.00
2024-06-27,S015,SKU00347,tienda,0,"25,05",0.00
2024-06-27,S002,SKU00251,tienda,3,13.84,41.52
2024-06-27,S006,SKU00230,web,3,19.70,59.10
2024-06-27,S002,SKU00072,app,2,7.09,14.18
2024-06-27,S004,SKU00059,tienda,2,25.92,51.84
2024-06-27,S020,SKU00142,web,3,33.64,100.92
2024-06-27,S002,SKU00204,web,1,11.66,11.66
2024-06-27,S019,SKU00106,tienda,2,16.12,32.24
2024-06-27,S011,SKU00396,app,2,26.98,53.96
2024-06-27,S007,SKU00099,app,2,12.36,24.72
2024-06-27,S010,SKU00388,tienda,1,7.50,7.50
2024-06-27,S004,SKU00245,tienda,2,,
2024-06-27,S008,SKU00221,web,1,4.74,4.74
2024-06-27,S009,SKU00236,web,1,12.65,12.65
2024-06-27,S013,SKU00175,app,4,24.26,97.04
2024-06-27,S015,SKU00174,tienda,1,7.70,7.70
2024-06-27,S019,SKU00356,app,4,41.88,167.52
2024-06-27,S013,SKU00303,web,4,11.71,46.84
2024-06-27,S016,SKU00140,web,3,22.05,66.15
2024-06-27,S007,SKU00179,tienda,0,13.68,0.00
2024-06-27,S008,SKU00210,web,3,14.66,43.98
2024-06-27,S009,SKU00092,web,2,5.61,11.22
2024-06-27,S005,SKU00352,app,1,39.86,39.86
2024-06-27,S011,SKU00048,WEB,1,,
2024-06-27,S013,SKU00063,tienda,2,23.15,46.30
2024-06-27,S004,SKU00260,tienda,0,11.84,0.00
2024-06-27,S003,SKU00357,web,2,14.70,29.40
2024-06-27,S009,SKU00398,web,2,15.72,31.44
2024-06-27,S017,SKU00117,app,3,12.50,37.50
2024-06-27,S013,SKU00066,web,2,14.07,28.14
2024-06-27,S005,SKU00027,web,3,12.38,37.14
2024-06-27,S003,SKU00318,tienda,4,15.14,60.56
2024-06-27,S014,SKU00041,tienda,0,10.04,0.00
2024-06-27,S013,SKU00032,app,2,8.33,16.66
2024-06-27,S010,SKU00203,web,3,10.16,30.48
2024-06-27,S018,SKU00076,web,2,12.96,25.92
2024-06-27,S018,SKU00267,web,2,21.22,42.44
2024-06-27,S001,SKU00112,web,4,15.38,61.52
2024-06-27,S009,SKU00303,web,2,24.84,49.68
2024-06-27,S002,SKU00189,tienda,1,43.36,43.36
2024-06-27,S016,SKU00297,W,4,29.58,118.32
2024-06-27,S020,SKU00301,tienda,1,7.59,7.59
2024-06-27,S011,SKU00347,W,3,30.45,91.35
2024-06-27,S004,SKU00223,tienda,2,8.79,17.58
2024-06-27,S002,SKU00155,tienda,5,18.06,90.30
2024-06-27,S004,SKU00035,web,1,12.07,12.07
2024-06-27,S013,SKU00343,web,2,9.00,18.00
2024-06-27,S008,SKU00053,app,2,23.65,47.30
2024-06-27,S018,SKU00088,online,1,4.79,4.79
2024-06-27,S015,SKU00204,app,3,13.79,41.37
2024-06-27,S017,SKU00150,tienda,3,27.17,81.51
2024-06-27,S008,SKU00363,tienda,1,24.39,24.12
2024-06-27,S009,SKU00063,app,2,19.98,39.96
2024-06-27,S017,SKU00040,tienda,2,15.25,30.50
2024-06-27,S019,SKU00097,web,1,38.44,38.44
2024-06-27,S020,SKU00335,app,2,18.26,36.52
2024-06-27,S010,SKU00035,tienda,2,11.37,22.74
2024-06-27,S004,SKU00222,web,1,24.12,24.12
2024-06-27,S006,SKU00337,web,2,17.32,34.64
2024-06-27,S017,SKU00090,tienda,1,29.15,29.15
2024-06-27,S008,SKU00183,tienda,2,8.42,16.84
2024-06-27,S016,SKU00120,app,3,11.14,33.42
2024-06-27,S004,SKU00305,tienda,3,50.33,150.99
2024-06-27,S004,SKU00076,app,3,17.01,51.03
2024-06-27,S009,SKU00031,web,0,6.84,0.00
2024-06-27,S001,SKU00275,web,3,28.75,86.25
2024-06-27,S014,SKU00216,tienda,1,"9,59",9.82
2024-06-27,S012,SKU00043,tienda,2,4.99,9.98
2024-06-27,S007,SKU00239,web,3,30.68,92.04
2024-06-27,S017,SKU00150,tienda,3,1.29,3.87
2024-06-27,S012,SKU00284,app,1,4.90,4.90
2024-06-27,S008,SKU00396,app,2,15.80,31.60
2024-06-27,S005,SKU00062,app,3,8.90,26.70
2024-06-27,S017,SKU00148,web,5,12.30,61.50
2024-06-27,S015,SKU00129,app,0,,
2024-06-27,S006,SKU00311,tienda,2,5.74,11.48
2024-06-27,S007,SKU00161,app,1,8.48,8.48
2024-06-27,S008,SKU00258,tienda,1,11.34,11.34
2024-06-27,S017,SKU00006,web,2,19.64,39.28
2024-06-27,S019,SKU00312,tienda,0,19.73,0.00
2024-06-27,S014,SKU00398,web,2,11.59,23.18
2024-06-27,S006,SKU00148,tienda,4,26.23,104.92
2024-06-27,S010,SKU00072,web,4,19.24,76.96
2024-06-27,S014,SKU00169,web,1,20.69,20.69
2024-06-27,S001,SKU00133,web,4,8.15,32.60
2024-06-27,S016,SKU00231,web,3,22.57,67.71
2024-06-27,S016,SKU00082,web,0,9.31,0.00
2024-06-27,S011,SKU00218,web,3,14.87,44.61
2024-06-27,S018,SKU00278,tienda,1,,
2024-06-27,S008,SKU00256,tienda,3,18.32,54.96
2024-06-27,S003,SKU00006,web,2,14.99,29.98
2024-06-27,S007,SKU00085,tienda,2,29.93,59.86
2024-06-27,S006,SKU00081,tienda,2,9.24,18.48
2024-06-27,S008,SKU00285,web,0,17.24,0.00
2024-06-27,S009,SKU00215,web,1,"7,69",7.69
2024-06-27,S001,SKU00282,tienda,2,20.41,40.82
2024-06-27,S010,SKU00383,web,3,12.98,38.94
2024-06-27,S002,SKU00158,web,3,11.93,35.79
2024-06-27,S001,SKU00015,tienda,1,8.42,8.42
2024-06-27,S003,SKU00255,web,1,7.15,7.15
2024-06-27,S007,SKU00036,tienda,3,7.26,21.78
2024-06-27,S009,SKU00128,app,2,9.16,18.32
2024-06-27,S006,SKU00098,tienda,3,10.34,31.02
2024-06-27,S003,SKU00167,web,3,10.48,31.44
2024-06-27,S019,SKU00062,web,2,20.54,41.08
2024-06-27,S019,SKU00195,web,0,13.21,0.00
2024-06-27,S013,SKU00138,web,1,21.71,21.71
2024-06-27,S002,SKU00050,web,3,26.22,78.66
2099-01-01,S014,SKU00079,web,1,19.70,19.70
2024-06-27,S012,SKU00135,app,0,6.76,0.00
2024-06-27,S015,SKU00282,web,0,10.93,0.00
2024-06-27,S014,SKU00308,app,1,33.44,33.44
2024-06-27,S010,SKU00017,tienda,0,12.39,0.00
2024-06-27,S011,SKU00283,tienda,0,13.67,0.00
2024-06-27,S012,SKU00012,tienda,2,9.17,18.34
2024-06-27,S005,SKU00296,tienda,1,19.41,19.41
2024-06-27,S006,SKU00273,tienda,0,43.33,0.00
2024-06-27,S011,SKU00103,tienda,0,34.32,0.00
2024-06-27,S009,SKU00051,tienda,2,7.30,14.60
2024-06-27,S020,SKU00214,web,2,4.81,9.62
2024-06-27,S010,SKU00332,W,0,14.65,0.00
2024-06-27,S007,SKU00315,web,4,17.19,68.76
2024-06-27,S003,SKU00351,web,3,8.40,25.20
2024-06-27,S006,SKU00046,web,0,"21,55",0.00
2024-06-27,S012,SKU00101,app,2,11.37,22.74
2024-06-27,S005,SKU00071,tienda,1,3.00,3.00
2024-06-27,S012,SKU00328,web,0,5.32,0.00
2024-06-27,S005,SKU00148,tienda,2,"29,88",59.76
2024-06-27,S018,SKU00091,tienda,3,32.53,97.59
2024-06-27,S003,SKU00342,web,2,"24,45",48.90
2024-06-27,S001,SKU00102,tienda,1,6.17,6.17
2024-06-27,S016,SKU00250,web,4,45.98,183.92
2024-06-27,S003,SKU00386,web,1,2.80,2.80
2024-06-27,S001,SKU00021,web,0,10.89,0.00
2024-06-27,S005,SKU00075,web,1,8.77,8.77
2024-06-27,S017,SKU00132,web,1,12.86,12.86
2024-06-27,S017,SKU00204,tienda,0,6.07,0.00
2024-06-27,S020,SKU00028,web,2,12.69,25.38
2024-06-27,S016,SKU00225,web,0,15.42,0.00
2024-06-27,S014,SKU00312,tienda,1,8.72,8.72
2024-06-27,S013,SKU00397,web,1,"27,25",27.25
2024-06-27,S009,SKU00256,tienda,3,23.75,71.25
2024-06-27,S020,SKU00247,tienda,2,28.00,56.00
2024-06-27,S014,SKU00377,app,2,9.06,18.12
2024-06-27,S018,SKU00278,tienda,2,12.31,24.62
2024-06-27,S015,SKU00175,app,2,23.80,47.60
2024-06-27,S003,SKU00396,tienda,2,21.26,42.52
2024-06-27,S014,SKU00269,web,2,8.45,16.90
2024-06-27,S001,SKU00171,web,1,9.62,9.62
2024-06-27,S001,SKU00176,web,2,9.87,19.74
2024-06-27,S010,SKU00201,tienda,4,13.16,52.64
2024-06-27,S004,SKU00128,tienda,1,22.55,22.55
2024-06-27,S006,SKU00285,app,3,10.92,32.76
2024-06-27,S003,SKU00031,app,2,"13,87",27.74
2024-06-27,S018,SKU00325,app,3,19.45,58.35
2024-06-27,S010,SKU00323,web,2,34.19,68.38
2024-06-27,S008,SKU00002,web,2,15.57,31.14
2024-06-27,S016,SKU00238,web,1,12.73,12.73
2024-06-27,S006,SKU00334,tienda,1,16.86,16.86
2024-06-27,S010,SKU00061,web,3,3.36,10.08
2024-06-27,S003,SKU00290,web,4,,
2024-06-27,S008,SKU00307,web,3,11.08,33.24
2024-06-27,S019,SKU00207,web,1,10.09,10.09
2024-06-27,S013,SKU00336,web,3,22.68,68.04
2024-06-27,S013,SKU00286,web,4,,
2024-06-27,S017,SKU00182,app,3,11.04,33.12
2024-06-27,S010,SKU00353,tienda,2,18.55,37.10
2024-06-27,S007,SKU00356,web,3,20.91,62.73
2024-06-27,S020,SKU00074,tienda,1,25.01,25.01
2024-06-27,S011,SKU00015,tienda,2,16.46,32.92
2024-06-27,S012,SKU00322,web,0,21.57,0.00
2024-06-27,S007,SKU00213,tienda,4,8.68,34.72
2024-06-27,S004,SKU00317,web,1,7.18,7.18
2024-06-27,S007,SKU00279,app,1,37.69,37.69
2024-06-27,S015,SKU00031,tienda,2,16.80,33.60
2024-06-27,S009,SKU00382,web,1,58.60,58.60
2024-06-27,S011,SKU00382,tienda,1,13.16,13.16
2024-06-27,S011,SKU00394,web,3,8.59,25.77
2024-06-27,S003,SKU00208,tienda,1,11.45,11.45
2024-06-27,S011,SKU00222,tienda,2,24.70,49.40
2024-06-27,S015,SKU00166,app,0,15.44,0.00
2024-06-27,S005,SKU00069,tienda,2,15.82,31.64
2024-06-27,S005,SKU00355,web,2,17.12,34.24
2024-06-27,S007,SKU00142,web,0,11.49,0.00
2024-06-27,S014,SKU00172,web,1,6.08,6.08
2024-06-27,S009,SKU00280,WEB,0,20.21,0.00
2024-06-27,S004,SKU00077,web,3,38.72,116.16
